# Program:featureCounts v1.4.6-p3; Command:"./subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379721" "SRR10379722" "SRR10379723" "SRR10379724" "SRR10379725" "SRR10379726" 
Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_02867	2796	2174	2190	1789	2408	188
gene-SAOUHSC_02868	289	254	261	332	631	64
gene-SAOUHSC_02869	16217	18940	9236	22603	32767	5698
gene-SAOUHSC_02871	525	422	351	654	1173	362
gene-SAOUHSC_02872	22060	14561	19856	2206	5310	385
gene-SAOUHSC_02873	12281	10078	7926	5968	6119	963
gene-SAOUHSC_02874	1488	1230	911	1061	1094	76
gene-SAOUHSC_02875	1874	1568	1197	4250	7267	1166
gene-SAOUHSC_02876	1515	1428	825	4758	7594	2231
gene-SAOUHSC_02877	1930	1771	1157	5008	10175	4608
gene-SAOUHSC_02879	741	743	451	2631	4460	803
gene-SAOUHSC_02880	1296	1349	727	5286	9398	4644
gene-SAOUHSC_02881	1519	1463	837	7047	10174	5307
gene-SAOUHSC_02882	193	182	143	1515	2062	299
gene-SAOUHSC_02883	1637	2147	2069	846	1107	625
gene-SAOUHSC_02885	37239	25488	39021	9532	11624	1570
gene-SAOUHSC_02886	117	95	206	53	83	10
gene-SAOUHSC_02887	27055	32658	48519	12104	8263	4405
gene-SAOUHSC_02888	826	667	599	10951	12190	2497
gene-SAOUHSC_02889	16	8	5	9	18	1
gene-SAOUHSC_02890	11	12	7	11	7	2
gene-SAOUHSC_02891	1357	913	1178	883	1226	67
gene-SAOUHSC_02892	969	823	529	783	1717	375
gene-SAOUHSC_02893	1319	1072	818	841	2140	160
gene-SAOUHSC_02894	914	612	704	896	1755	541
gene-SAOUHSC_02895	1080	596	844	998	1583	353
gene-SAOUHSC_02896	379	215	278	246	410	67
gene-SAOUHSC_02897	471	379	288	736	1179	78
gene-SAOUHSC_02898	844	670	495	997	1166	246
gene-SAOUHSC_02899	2296	2173	1312	4330	5963	1467
gene-SAOUHSC_02900	4311	4275	2677	13242	17509	8117
gene-SAOUHSC_02901	4173	1632	2124	480	533	97
gene-SAOUHSC_02902	872	334	401	77	90	8
gene-SAOUHSC_02903	2064	886	934	297	417	52
gene-SAOUHSC_02904	3830	1639	1839	347	334	54
gene-SAOUHSC_02905	157	105	153	160	206	23
gene-SAOUHSC_02906	422	314	336	337	529	74
gene-SAOUHSC_02907	231	157	155	195	281	8
gene-SAOUHSC_02908	1290	959	826	4150	6470	2855
gene-SAOUHSC_02909	2722	2421	1913	3460	4343	847
gene-SAOUHSC_02910	1682	1211	1193	2308	3952	317
gene-SAOUHSC_02911	817	486	507	546	537	48
gene-SAOUHSC_02912	1586	1459	960	3135	2177	458
gene-SAOUHSC_02913	765	640	576	538	820	63
gene-SAOUHSC_02914	36	29	31	18	8	0
gene-SAOUHSC_02915	1589	1278	1126	1209	1442	331
gene-SAOUHSC_02916	4025	3068	3658	2105	3443	236
gene-SAOUHSC_02918	5943	4747	5384	4210	7907	1698
gene-SAOUHSC_02919	4330	3831	3773	5018	8508	1839
gene-SAOUHSC_02920	1559	1160	933	3180	4287	1341
gene-SAOUHSC_02921	1915	1293	1688	2070	2941	715
gene-SAOUHSC_02922	1784	1293	1147	6858	9507	3951
gene-SAOUHSC_A02771	0	0	2	11	93	13
gene-SAOUHSC_02923	4214	4724	2432	58140	60923	9917
gene-SAOUHSC_02924	1297	1337	905	16705	39362	5775
gene-SAOUHSC_02925	162	123	87	969	1381	155
gene-SAOUHSC_02926	12922	9139	5311	25139	30605	3850
gene-SAOUHSC_02927	42827	41752	29903	78845	87089	41704
gene-SAOUHSC_02928	415	235	695	327	563	35
gene-SAOUHSC_02929	5397	4670	2797	18967	27976	9894
gene-SAOUHSC_02930	989	940	632	3782	3959	758
gene-SAOUHSC_02931	237	167	142	1668	1426	126
gene-SAOUHSC_02932	3258	2246	2412	546	528	223
gene-SAOUHSC_02933	18493	11022	14022	549	545	158
gene-SAOUHSC_02934	9	1	5	3	1	1
gene-SAOUHSC_02935	3829	2674	2941	1926	4026	222
gene-SAOUHSC_02936	943	856	793	2346	4043	1389
gene-SAOUHSC_02937	5085	4898	4770	1606	2196	449
gene-SAOUHSC_02939	7	1	8	7	10	3
gene-SAOUHSC_02940	2	3	4	3	4	1
gene-SAOUHSC_02941	1464	881	926	2916	7021	666
gene-SAOUHSC_02942	2198	1456	1461	4427	12405	1453
gene-SAOUHSC_02943	478	300	336	298	312	65
gene-SAOUHSC_02944	796	399	597	218	317	41
gene-SAOUHSC_02945	3314	2221	2381	1097	1408	443
gene-SAOUHSC_02947	4029	2594	2841	1606	2094	313
gene-SAOUHSC_02948	13	6	13	15	23	2
gene-SAOUHSC_02949	730	602	561	500	734	52
gene-SAOUHSC_A02794	263	296	260	255	642	36
gene-SAOUHSC_02950	7	3	3	10	25	0
gene-SAOUHSC_A02795	4	4	4	2	2	0
gene-SAOUHSC_02953	1856	1306	1118	2077	3425	196
gene-SAOUHSC_02954	509	408	376	922	2054	472
gene-SAOUHSC_02955	1820	1472	1303	2225	2955	385
gene-SAOUHSC_02956	1762	1429	1224	2154	2478	232
gene-SAOUHSC_02957	597	528	406	760	1464	79
gene-SAOUHSC_A02801	58	41	75	17	18	1
gene-SAOUHSC_02958	903	645	708	273	156	30
gene-SAOUHSC_02960	1746	1147	868	4298	4711	285
gene-SAOUHSC_02961	1094	897	826	2050	2776	323
gene-SAOUHSC_02962	1174	1007	973	2173	3780	269
gene-SAOUHSC_02963	75635	60563	75745	93309	66691	54659
gene-SAOUHSC_02964	6546	5525	8273	27406	49119	6649
gene-SAOUHSC_02965	6319	5910	7839	34123	80671	28320
gene-SAOUHSC_02967	4296	3897	5862	38360	91490	27242
gene-SAOUHSC_02968	1706	1700	2458	22356	56432	17541
gene-SAOUHSC_02969	1336	1331	1975	18965	53022	23137
gene-SAOUHSC_A02811	0	1	2	1	1	0
gene-SAOUHSC_02970	662	420	393	196	219	26
gene-SAOUHSC_02971	9148	5238	10557	785	973	256
gene-SAOUHSC_02972	3599	2535	2064	1798	1567	178
gene-SAOUHSC_02973	1079	749	882	355	403	26
gene-SAOUHSC_02974	1424	1044	907	3664	6449	350
gene-SAOUHSC_02975	3102	2475	2241	3254	6123	2032
gene-SAOUHSC_02976	4046	3242	2666	2321	4641	465
gene-SAOUHSC_02978	17391	12884	13696	17191	25835	4469
gene-SAOUHSC_02979	20195	18148	12125	36139	48586	3833
gene-SAOUHSC_02980	11417	8025	8265	5224	6232	991
gene-SAOUHSC_02982	43607	32075	33601	33862	47808	7583
gene-SAOUHSC_02983	10503	7883	7887	6744	9935	1078
gene-SAOUHSC_02984	11163	9100	8481	8941	13497	3159
gene-SAOUHSC_02985	11225	9039	9003	11141	16065	6650
gene-SAOUHSC_02986	2862	1882	2546	427	511	56
gene-SAOUHSC_02987	4140	2677	3187	641	590	122
gene-SAOUHSC_02988	3322	2143	2584	517	469	84
gene-SAOUHSC_02989	1252	743	1103	333	423	41
gene-SAOUHSC_02990	97570	70952	79382	17365	14571	4544
gene-SAOUHSC_02991	1799	1134	1269	2586	3922	1216
gene-SAOUHSC_02992	457	312	341	1185	1717	141
gene-SAOUHSC_02993	288	161	224	798	1287	37
gene-SAOUHSC_02994	1556	1350	1072	8897	10752	1730
gene-SAOUHSC_02995	820	744	694	2864	4750	744
gene-SAOUHSC_02996	287	160	204	141	164	27
gene-SAOUHSC_02997	219	139	171	163	209	27
gene-SAOUHSC_02998	1061	539	936	166	191	12
gene-SAOUHSC_02999	760	419	595	115	103	28
gene-SAOUHSC_03000	452	222	374	70	54	1
gene-SAOUHSC_03001	3704	2378	2367	5521	7162	398
gene-SAOUHSC_03002	467	450	291	168	151	43
gene-SAOUHSC_03003	53	61	42	34	60	12
gene-SAOUHSC_03004	260	251	192	199	290	13
gene-SAOUHSC_03005	626	360	507	380	674	19
gene-SAOUHSC_03006	46732	39798	31142	19417	29128	6148
gene-SAOUHSC_A02856	671	377	634	549	788	93
gene-SAOUHSC_03008	2925	1970	2446	2298	3462	1289
gene-SAOUHSC_03009	831	643	741	788	1318	504
gene-SAOUHSC_03010	516	392	388	493	707	238
gene-SAOUHSC_03011	470	335	416	498	743	154
gene-SAOUHSC_03012	837	620	590	1025	1220	193
gene-SAOUHSC_03013	936	637	611	1406	1318	156
gene-SAOUHSC_03014	329	209	211	587	500	115
gene-SAOUHSC_03015	486	402	355	1652	1554	109
gene-SAOUHSC_03016	589	441	460	479	765	141
gene-SAOUHSC_03017	170	113	109	311	640	92
gene-SAOUHSC_03018	432	290	310	727	1173	111
gene-SAOUHSC_03019	1237	982	758	2250	3991	479
gene-SAOUHSC_03020	294	224	202	733	1370	219
gene-SAOUHSC_03021	368	324	250	884	1384	268
gene-SAOUHSC_03022	51597	34708	48161	1812	3031	271
gene-SAOUHSC_03023	8469	7251	7535	1729	4878	487
gene-SAOUHSC_03024	13492	10084	12907	1717	2143	173
gene-SAOUHSC_03025	582	413	366	858	1520	459
gene-SAOUHSC_03026	8693	5585	8117	891	1446	85
gene-SAOUHSC_03027	3555	3015	3799	293	715	83
gene-SAOUHSC_03028	809	663	591	3299	4264	1052
gene-SAOUHSC_03030	3926	3229	2256	5229	5552	1581
gene-SAOUHSC_03031	1029	759	699	1118	1691	83
gene-SAOUHSC_03032	556	464	404	1079	1123	363
gene-SAOUHSC_03033	2101	1648	1360	2212	2577	325
gene-SAOUHSC_03034	1181	915	642	945	945	241
gene-SAOUHSC_03035	2590	1449	1897	5300	6526	805
gene-SAOUHSC_03036	400	282	221	359	1242	95
gene-SAOUHSC_03037	1045	596	698	596	1837	70
gene-SAOUHSC_03038	109	91	87	50	69	7
gene-SAOUHSC_03040	824	605	563	1037	1312	282
gene-SAOUHSC_03041	265	184	207	272	366	31
gene-SAOUHSC_03042	357	224	287	215	312	32
gene-SAOUHSC_03043	191	113	132	99	122	13
gene-SAOUHSC_03045	55129	52378	34631	129428	88599	15866
gene-SAOUHSC_03046	366	257	263	486	1052	131
gene-SAOUHSC_03047	168	113	109	214	586	87
gene-SAOUHSC_03048	216	148	165	140	439	41
gene-SAOUHSC_03049	22130	15351	20283	6693	8371	2137
gene-SAOUHSC_03051	9507	7378	8959	3058	4487	684
gene-SAOUHSC_03052	21704	18448	20198	6484	9137	1498
gene-SAOUHSC_03053	13844	11327	13349	3657	4472	857
gene-SAOUHSC_03054	1856	1490	1590	498	451	30
gene-SAOUHSC_03055	40085	33445	33020	15660	15797	449
