# Program:featureCounts v1.4.6-p3; Command:"./subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379721" "SRR10379722" "SRR10379723" "SRR10379724" "SRR10379725" "SRR10379726" 
Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_01429	5206	5106	2617	11159	8732	4402
gene-SAOUHSC_01430	9016	8223	4400	19267	17914	5292
gene-SAOUHSC_01431	4636	3733	2629	10095	11714	1383
gene-SAOUHSC_01432	8358	8073	4168	20394	28730	8943
gene-SAOUHSC_01433	2593	2469	1571	8897	10825	1754
gene-SAOUHSC_01434	2100	1995	1222	5939	9609	625
gene-SAOUHSC_01435	2485	2399	1596	4896	5426	1072
gene-SAOUHSC_01436	2997	2245	2244	2099	2195	500
gene-SAOUHSC_01437	7437	6086	5406	6731	7323	1194
gene-SAOUHSC_01438	1464	1040	1006	1723	2005	202
gene-SAOUHSC_01439	1031	829	853	1283	1815	59
gene-SAOUHSC_01440	4586	3319	4776	1059	1243	54
gene-SAOUHSC_01441	1097	783	741	235	210	84
gene-SAOUHSC_01442	19	10	7	5	1	0
gene-SAOUHSC_01443	75	43	30	81	132	24
gene-SAOUHSC_01447	88150	62767	70222	15955	14855	2429
gene-SAOUHSC_01448	1439	914	974	1663	1380	266
gene-SAOUHSC_01450	1463	819	1030	1708	2049	351
gene-SAOUHSC_01451	957	519	554	1294	1423	423
gene-SAOUHSC_01452	571	335	362	681	617	265
gene-SAOUHSC_01454	2264	1816	1513	4691	6027	1073
gene-SAOUHSC_01455	6348	5002	4384	13008	16156	949
gene-SAOUHSC_01456	1565	1414	1074	790	904	136
gene-SAOUHSC_01458	22	18	18	19	31	5
gene-SAOUHSC_01459	605	506	495	519	610	57
gene-SAOUHSC_01460	2218	2260	1702	2035	1564	204
gene-SAOUHSC_01462	11922	11816	8843	15369	19579	1506
gene-SAOUHSC_01463	10113	11035	6947	14920	17898	1874
gene-SAOUHSC_01464	4497	4132	2696	5571	6656	283
gene-SAOUHSC_01465	4	5	3	1	0	6
gene-SAOUHSC_01466	33135	32053	28183	16459	11064	1830
gene-SAOUHSC_01467	210795	201744	183129	111588	79977	19671
gene-SAOUHSC_01468	2751	2134	1981	1928	1881	114
gene-SAOUHSC_01469	5603	4703	3482	3502	2817	294
gene-SAOUHSC_01470	4181	3531	2622	3251	3337	258
gene-SAOUHSC_01471	8574	6610	5852	13758	12412	2993
gene-SAOUHSC_01472	7026	4306	4334	6022	5977	738
gene-SAOUHSC_01473	1670	1222	1015	2409	2781	237
gene-SAOUHSC_01474	2303	1503	1352	2538	2346	350
gene-SAOUHSC_01475	3053	1970	1651	3163	2673	494
gene-SAOUHSC_01476	705	486	349	879	1011	87
gene-SAOUHSC_01477	47227	45652	22518	98971	83279	19538
gene-SAOUHSC_01478	1040	932	803	2078	2588	192
gene-SAOUHSC_01479	1851	1519	1371	2617	3121	322
gene-SAOUHSC_01480	5673	4918	4155	7389	8333	851
gene-SAOUHSC_01481	3317	2740	2150	5864	7583	1014
gene-SAOUHSC_01482	1202	1025	889	2814	3286	447
gene-SAOUHSC_01483	1127	947	762	3919	4644	815
gene-SAOUHSC_01484	14	7	18	17	24	3
gene-SAOUHSC_01485	3328	2890	2083	6577	5864	695
gene-SAOUHSC_01486	2630	2428	1591	4262	4640	499
gene-SAOUHSC_01487	1828	1612	1042	3426	4109	929
gene-SAOUHSC_01488	600	575	412	1976	2495	375
gene-SAOUHSC_01489	6	1	2	0	1	0
gene-SAOUHSC_01490	29187	23973	15186	121969	110718	62703
gene-SAOUHSC_01491	8188	5985	6306	13956	17242	3481
gene-SAOUHSC_01492	7422	5780	4976	15021	17668	3355
gene-SAOUHSC_01493	25885	21375	12669	45540	40448	9282
gene-SAOUHSC_A01436	7	1	3	3	3	0
gene-SAOUHSC_01494	0	0	1	0	0	0
gene-SAOUHSC_01495	165	114	115	225	107	41
gene-SAOUHSC_01496	2424	1874	1670	3497	4464	900
gene-SAOUHSC_01497	2063	1614	1526	1848	1563	287
gene-SAOUHSC_01499	3489	3519	2352	3451	2314	452
gene-SAOUHSC_01500	12	8	18	27	53	6
gene-SAOUHSC_01501	18656	17375	10559	49196	59083	19772
gene-SAOUHSC_01502	2643	2111	1694	4628	5042	879
gene-SAOUHSC_01503	2050	1403	1675	2110	2121	125
gene-SAOUHSC_01504	22581	17625	18354	6337	4832	1370
gene-SAOUHSC_01505	11350	8587	6758	6639	4206	1177
gene-SAOUHSC_01507	246	116	182	175	169	21
gene-SAOUHSC_01508	2190	1312	1637	975	1024	96
gene-SAOUHSC_01510	218	160	198	89	133	7
gene-SAOUHSC_01511	660	461	519	354	436	50
gene-SAOUHSC_01512	906	691	777	515	678	75
gene-SAOUHSC_01513	1111	757	756	418	282	40
gene-SAOUHSC_01514	0	0	0	0	0	0
gene-SAOUHSC_A01455	0	0	0	0	0	0
gene-SAOUHSC_01515	0	0	0	0	0	0
gene-SAOUHSC_01516	0	0	0	0	0	0
gene-SAOUHSC_01517	0	0	0	0	0	0
gene-SAOUHSC_01518	0	0	0	0	0	0
gene-SAOUHSC_01519	0	0	0	0	0	0
gene-SAOUHSC_01520	0	0	0	0	0	0
gene-SAOUHSC_01521	0	0	0	0	0	0
gene-SAOUHSC_01522	0	0	0	0	0	0
gene-SAOUHSC_01523	0	0	0	0	0	0
gene-SAOUHSC_01524	0	0	0	0	0	0
gene-SAOUHSC_01525	0	0	0	0	0	0
gene-SAOUHSC_01526	0	0	0	0	0	0
gene-SAOUHSC_01527	0	0	0	0	0	0
gene-SAOUHSC_01528	0	0	0	0	0	0
gene-SAOUHSC_01529	0	0	0	0	0	0
gene-SAOUHSC_01530	0	0	0	0	0	0
gene-SAOUHSC_01531	0	0	0	0	0	0
gene-SAOUHSC_01532	0	0	0	0	0	0
gene-SAOUHSC_01533	0	0	0	0	0	0
gene-SAOUHSC_01535	0	0	0	0	0	0
gene-SAOUHSC_01536	0	0	0	0	0	0
gene-SAOUHSC_01537	0	0	0	0	0	0
gene-SAOUHSC_01538	0	0	0	0	0	0
gene-SAOUHSC_01539	0	0	0	0	0	0
gene-SAOUHSC_01540	0	0	0	0	0	0
gene-SAOUHSC_01541	0	0	0	0	0	0
gene-SAOUHSC_01542	0	0	0	0	0	0
gene-SAOUHSC_01543	0	0	0	0	0	0
gene-SAOUHSC_01544	0	0	0	0	0	0
gene-SAOUHSC_01545	0	0	0	0	0	0
gene-SAOUHSC_01546	0	0	0	0	0	0
gene-SAOUHSC_01547	0	0	0	0	0	0
gene-SAOUHSC_01548	0	0	0	0	0	0
gene-SAOUHSC_01549	0	0	0	0	0	0
gene-SAOUHSC_01550	0	0	0	0	0	0
gene-SAOUHSC_01551	0	0	0	0	0	0
gene-SAOUHSC_01552	0	0	0	0	0	0
gene-SAOUHSC_01553	0	0	0	0	0	0
gene-SAOUHSC_01554	0	0	0	0	0	0
gene-SAOUHSC_01555	0	0	0	0	0	0
gene-SAOUHSC_01556	0	0	0	0	0	0
gene-SAOUHSC_01557	0	0	0	0	0	0
gene-SAOUHSC_01558	0	0	0	0	0	0
gene-SAOUHSC_01559	0	0	0	0	0	0
gene-SAOUHSC_01560	0	0	0	0	0	0
gene-SAOUHSC_01561	0	0	0	0	0	0
gene-SAOUHSC_01562	0	0	0	0	0	0
gene-SAOUHSC_01563	0	0	0	0	0	0
gene-SAOUHSC_01565	0	0	0	0	0	0
gene-SAOUHSC_01566	0	0	0	0	0	0
gene-SAOUHSC_01567	0	0	0	0	0	0
gene-SAOUHSC_01568	0	0	0	0	0	0
gene-SAOUHSC_01569	0	0	0	0	0	0
gene-SAOUHSC_01570	0	0	0	0	0	0
gene-SAOUHSC_01571	0	0	0	0	0	0
gene-SAOUHSC_01572	0	0	0	0	0	0
gene-SAOUHSC_01573	0	0	0	0	0	0
gene-SAOUHSC_01574	0	0	0	0	0	0
gene-SAOUHSC_A01514	0	0	0	0	0	0
gene-SAOUHSC_01575	0	0	0	0	0	0
gene-SAOUHSC_01576	0	0	0	0	0	0
gene-SAOUHSC_01577	0	0	0	0	0	0
gene-SAOUHSC_01578	0	0	0	0	0	0
gene-SAOUHSC_01579	0	0	0	0	0	0
gene-SAOUHSC_01580	0	0	0	0	0	0
gene-SAOUHSC_01582	0	0	0	0	0	0
gene-SAOUHSC_01583	4935	3367	4693	2022	2284	344
gene-SAOUHSC_01584	1524	1090	1239	728	958	152
gene-SAOUHSC_01585	10105	7761	8343	9300	12579	1776
gene-SAOUHSC_01586	6724	5531	5129	7442	7607	1425
gene-SAOUHSC_01587	4019	3134	3320	3180	3784	663
gene-SAOUHSC_01588	1490	1074	1118	1096	1245	218
gene-SAOUHSC_01589	2695	1938	2122	2974	2706	266
gene-SAOUHSC_01590	442	323	257	585	1013	92
gene-SAOUHSC_01591	7963	7268	6211	3108	3652	285
gene-SAOUHSC_01592	7387	5712	5148	3860	3507	352
gene-SAOUHSC_01593	417	348	308	794	982	89
gene-SAOUHSC_01594	2117	1761	1657	4438	5466	678
gene-SAOUHSC_01595	254	235	157	382	516	96
gene-SAOUHSC_01596	869	722	569	1461	1369	132
gene-SAOUHSC_01597	3603	2676	2778	4174	4946	671
gene-SAOUHSC_01598	1820	1184	1210	2916	2808	506
gene-SAOUHSC_01599	22519	17588	12257	38182	40485	3767
gene-SAOUHSC_01600	10588	9265	7402	11857	10491	840
gene-SAOUHSC_01601	6713	5137	4438	1333	1836	538
gene-SAOUHSC_01602	1294	1016	815	626	752	100
gene-SAOUHSC_01603	20	6	13	4	2	0
gene-SAOUHSC_01604	2625	2427	1343	6554	8076	1797
gene-SAOUHSC_01605	19586	16106	11934	28001	26458	4823
gene-SAOUHSC_01606	3744	3086	2187	3501	4117	761
gene-SAOUHSC_01607	57	53	57	112	133	27
gene-SAOUHSC_01608	10	9	9	6	7	0
gene-SAOUHSC_01609	2009	1466	1518	2853	3230	241
gene-SAOUHSC_01610	1359	1010	826	1715	2012	558
gene-SAOUHSC_01611	23193	14524	16659	9405	9177	1607
gene-SAOUHSC_01612	13846	9177	9634	5820	6044	1309
gene-SAOUHSC_01613	13482	8362	9385	5465	5281	1807
gene-SAOUHSC_01614	12884	8932	9230	5043	5381	1054
gene-SAOUHSC_01615	8549	5190	5401	5164	6667	925
gene-SAOUHSC_01617	1390	746	720	1516	1646	61
gene-SAOUHSC_01618	5649	4514	4091	5302	7410	1626
gene-SAOUHSC_01619	791	669	565	1034	931	73
gene-SAOUHSC_01620	6176	5120	4292	8676	9142	1072
gene-SAOUHSC_01621	3791	3225	2785	5498	6641	474
gene-SAOUHSC_01622	2330	1862	1647	3570	4317	984
gene-SAOUHSC_01623	7191	6177	5165	9859	10966	2897
gene-SAOUHSC_01624	2911	2677	2064	4086	4540	1262
gene-SAOUHSC_01625	9896	8112	6831	17631	15003	2533
gene-SAOUHSC_01626	2773	2049	1648	6210	10157	1451
gene-SAOUHSC_01627	2131	1273	1502	3100	3231	127
gene-SAOUHSC_01628	590	346	417	741	724	53
gene-SAOUHSC_01629	4229	2767	2970	4115	4417	1375
gene-SAOUHSC_01630	2941	2041	1687	4433	4224	553
gene-SAOUHSC_01632	4546	3885	2883	6851	7754	2770
gene-SAOUHSC_01633	3010	2855	2057	4854	5801	846
gene-SAOUHSC_01634	1546	1221	954	2476	3250	361
gene-SAOUHSC_01635	1819	1754	1005	3515	3883	261
gene-SAOUHSC_01636	1	2	1	2	3	2
gene-SAOUHSC_01637	58	38	50	55	91	4
gene-SAOUHSC_01638	101	73	79	78	67	2
gene-SAOUHSC_01639	49	35	35	39	29	1
gene-SAOUHSC_01640	64	43	67	36	41	4
gene-SAOUHSC_01641	181	133	183	119	76	5
gene-SAOUHSC_01643	501	292	295	260	254	31
gene-SAOUHSC_01644	3971	3066	2907	6846	7132	914
gene-SAOUHSC_01645	1236	1186	1060	2375	3171	325
gene-SAOUHSC_01646	3027	2626	2289	5738	6031	2775
gene-SAOUHSC_01647	181	175	196	499	681	62
gene-SAOUHSC_01648	802	735	642	2021	2706	683
gene-SAOUHSC_01649	952	825	827	2762	3302	278
gene-SAOUHSC_01650	589	459	443	1666	2525	225
gene-SAOUHSC_01651	6285	4134	3867	7312	5073	326
gene-SAOUHSC_01652	6389	5703	4141	10790	10879	1667
gene-SAOUHSC_01653	27591	26766	16671	52587	69264	9869
gene-SAOUHSC_01655	2533	1889	1669	698	903	34
gene-SAOUHSC_01656	5416	4031	3392	1634	1887	96
gene-SAOUHSC_01657	5200	3716	3312	1588	1960	91
gene-SAOUHSC_01658	14721	11890	12781	8379	10953	2170
gene-SAOUHSC_01659	13888	11746	12051	9064	11714	1622
gene-SAOUHSC_01660	9264	8414	6353	7039	7848	1321
gene-SAOUHSC_01661	5279	4294	3826	3613	4048	420
gene-SAOUHSC_01662	36774	27484	23110	22605	17502	3634
gene-SAOUHSC_01663	30159	20805	20155	13463	11887	1512
gene-SAOUHSC_01664	2561	1821	1773	2807	2811	472
gene-SAOUHSC_01665	1383	850	988	1576	1469	105
gene-SAOUHSC_01666	30520	26431	18966	74427	69546	12899
gene-SAOUHSC_01667	5121	3687	3995	3072	3015	469
gene-SAOUHSC_01668	5349	3667	3977	3088	3024	283
gene-SAOUHSC_01669	521	406	353	297	395	18
gene-SAOUHSC_01670	1765	1097	1161	1097	1016	51
gene-SAOUHSC_01671	1216	668	915	898	864	52
gene-SAOUHSC_01672	2858	2000	1873	2089	2344	222
gene-SAOUHSC_01673	4525	3219	3168	4679	5969	637
gene-SAOUHSC_01675	32930	24952	19627	28852	34969	11922
gene-SAOUHSC_01676	32389	23734	18861	29694	28135	8636
gene-SAOUHSC_01677	17064	12715	11066	17654	15707	3186
gene-SAOUHSC_01678	32815	26433	19488	39726	18607	3092
gene-SAOUHSC_01679	11064	12343	7938	11466	13945	2122
gene-SAOUHSC_01680	3313	3699	2507	2663	3171	322
gene-SAOUHSC_01681	37891	42472	29582	10565	5621	1138
gene-SAOUHSC_01682	30487	40551	26669	9291	5258	1444
gene-SAOUHSC_01683	608698	675071	450816	111189	25784	5865
gene-SAOUHSC_01684	164939	192335	128983	30204	5880	195
gene-SAOUHSC_01685	121678	126514	105298	26557	4302	214
gene-SAOUHSC_01686	1745	1521	1402	926	1133	212
gene-SAOUHSC_01687	491	468	378	400	551	484
gene-SAOUHSC_01688	13783	9993	11164	12163	12198	2474
gene-SAOUHSC_01689	8704	7863	6299	10648	11616	446
gene-SAOUHSC_01690	4709	3113	4350	1406	1434	90
gene-SAOUHSC_01691	1898	1486	1592	1789	1964	195
gene-SAOUHSC_01692	2185	1955	1445	3703	4088	430
gene-SAOUHSC_01693	1283	951	1013	881	1061	117
gene-SAOUHSC_01694	5013	3933	3556	6273	6096	592
gene-SAOUHSC_01695	3345	2913	2450	3911	5412	895
gene-SAOUHSC_01696	2900	2835	2232	4912	6294	1571
gene-SAOUHSC_01697	2781	2223	2111	2674	3692	633
gene-SAOUHSC_01698	631	532	477	706	686	48
gene-SAOUHSC_01699	1959	1521	1436	2067	2263	281
gene-SAOUHSC_01700	4003	3200	2800	3909	4054	526
gene-SAOUHSC_01701	1892	1605	1491	1936	2295	213
gene-SAOUHSC_01702	1744	1436	1208	2040	2121	140
gene-SAOUHSC_01703	2	2	5	3	17	1
gene-SAOUHSC_01704	66	44	68	136	210	12
gene-SAOUHSC_01705	419	280	258	206	324	30
gene-SAOUHSC_01706	2083	1458	1343	1658	2406	116
gene-SAOUHSC_01707	1764	1415	1104	1596	2093	139
gene-SAOUHSC_01708	963	827	691	866	1436	205
gene-SAOUHSC_01709	1570	1586	1037	1766	3611	504
gene-SAOUHSC_01710	301	281	211	442	917	53
gene-SAOUHSC_01711	742	656	430	1355	2173	274
gene-SAOUHSC_01712	488	496	260	1244	1858	321
gene-SAOUHSC_01714	9466	7370	6798	9364	9412	892
gene-SAOUHSC_01715	7170	6337	5302	6558	8173	1360
gene-SAOUHSC_01716	8786	7586	6379	7115	6618	1726
gene-SAOUHSC_01717	4064	3732	2871	2950	3288	429
gene-SAOUHSC_01718	1178	829	944	986	1004	35
gene-SAOUHSC_01719	6268	4634	4823	9672	12781	4060
gene-SAOUHSC_01720	5806	5309	4841	10855	20454	3919
gene-SAOUHSC_01721	4170	3186	3044	9033	13671	1485
gene-SAOUHSC_01722	7657	5773	6833	13040	16144	4582
gene-SAOUHSC_01723	5641	4260	4342	2989	3410	483
gene-SAOUHSC_01724	577	472	422	574	707	53
gene-SAOUHSC_01725	8829	7355	6049	6894	7212	1734
gene-SAOUHSC_01726	2396	1831	1686	1899	2356	357
gene-SAOUHSC_01727	9641	8153	7072	9608	12980	1628
gene-SAOUHSC_01728	2439	1834	1530	1988	1985	575
gene-SAOUHSC_01729	12372	9724	10124	48620	86437	6284
gene-SAOUHSC_01730	8440	6733	5225	25059	49668	3143
gene-SAOUHSC_01732	2918	2110	1936	4616	8050	2260
gene-SAOUHSC_01733	117	74	62	61	27	2
gene-SAOUHSC_01734	7747	6942	5394	9490	8940	1300
gene-SAOUHSC_01735	3787	3465	2249	5865	4837	437
gene-SAOUHSC_01736	168	104	116	185	136	58
gene-SAOUHSC_01737	3696	3143	2766	5935	8310	2006
gene-SAOUHSC_01738	1189	985	921	1642	2144	303
gene-SAOUHSC_01739	3810	2943	2608	7303	11160	870
gene-SAOUHSC_01741	1871	1692	1271	4275	5165	884
gene-SAOUHSC_01742	9162	7305	6301	20772	27791	4518
gene-SAOUHSC_01743	5168	3087	3989	3291	3161	528
gene-SAOUHSC_01744	9320	5595	7246	4591	4744	423
gene-SAOUHSC_01746	12596	9708	9447	16277	17580	1934
gene-SAOUHSC_01747	4162	3562	2701	5968	5233	473
gene-SAOUHSC_01748	7848	7526	6015	6341	8896	1438
gene-SAOUHSC_01749	6415	6341	5286	3940	6056	1050
gene-SAOUHSC_01750	7275	7223	5877	5398	8097	2433
gene-SAOUHSC_01751	4130	3817	3249	3591	4947	408
gene-SAOUHSC_01752	2450	2474	1753	3026	2146	312
gene-SAOUHSC_01753	11717	11574	9099	11351	16429	3372
gene-SAOUHSC_01755	57298	54832	47587	28745	31811	12364
gene-SAOUHSC_01756	32353	28933	28744	15341	19333	3123
gene-SAOUHSC_01757	76736	75476	72577	40512	81546	11883
gene-SAOUHSC_01758	4347	3355	4002	1708	1230	107
gene-SAOUHSC_01759	13211	11339	12080	4851	5360	336
gene-SAOUHSC_01760	30841	21048	28344	2862	3129	218
gene-SAOUHSC_01761	48910	32695	48205	5350	6417	235
gene-SAOUHSC_01762	3676	2692	3127	1794	1428	90
gene-SAOUHSC_01763	3626	2786	3484	367	239	48
gene-SAOUHSC_01764	1920	1622	2032	275	158	8
gene-SAOUHSC_01765	302	139	376	49	31	1
gene-SAOUHSC_01766	15010	13708	11202	42121	50519	7397
gene-SAOUHSC_01767	18405	18481	14207	53943	65754	11237
gene-SAOUHSC_01768	3048	2232	2330	4420	5380	737
gene-SAOUHSC_01769	6157	3973	4490	10570	7375	1277
gene-SAOUHSC_01770	568	311	321	763	571	20
gene-SAOUHSC_01771	11955	9370	9044	9014	10035	2044
gene-SAOUHSC_01772	4517	3784	3310	3439	3484	603
gene-SAOUHSC_01773	2288	1866	1705	1326	1185	102
gene-SAOUHSC_01774	8307	6637	6148	5699	6253	969
gene-SAOUHSC_01775	4118	3088	3326	4518	5354	1318
gene-SAOUHSC_01776	28264	25973	21016	55718	66166	8536
gene-SAOUHSC_01777	1129	984	886	1471	2017	290
gene-SAOUHSC_01778	38044	29992	26161	24232	22778	5701
gene-SAOUHSC_01779	65585	44024	50932	27887	25102	4422
gene-SAOUHSC_01780	40	30	89	56	209	30
gene-SAOUHSC_01781	4155	3942	3678	3056	4257	337
gene-SAOUHSC_01782	1942	2176	2007	1925	3264	926
gene-SAOUHSC_01783	36	44	55	5	6	2
gene-SAOUHSC_01784	30205	25005	25158	9318	12262	1862
gene-SAOUHSC_01785	28625	22919	23458	8283	11843	867
gene-SAOUHSC_01786	43916	37647	36527	14374	17123	3314
gene-SAOUHSC_01787	6175	4902	5969	31236	57389	9370
gene-SAOUHSC_01788	6533	5593	4272	28195	80371	15028
gene-SAOUHSC_01789	7071	6669	5058	18417	32571	1041
gene-SAOUHSC_01791	7612	6734	6061	10561	12704	2159
gene-SAOUHSC_01792	7047	6183	4928	12758	13491	2341
gene-SAOUHSC_01793	2519	2470	1847	5907	7163	884
gene-SAOUHSC_01794	19882	27446	18789	20113	22164	891
gene-SAOUHSC_01795	4854	3291	3947	4224	6304	1220
gene-SAOUHSC_01796	3844	2961	3176	4415	4915	554
gene-SAOUHSC_01797	9080	6665	6386	11815	12031	1459
gene-SAOUHSC_01798	2392	1565	2431	1265	1176	80
gene-SAOUHSC_01799	6106	4103	4543	3950	3810	344
gene-SAOUHSC_01800	1292	936	911	2565	3244	408
gene-SAOUHSC_A01723	18	23	17	13	8	0
gene-SAOUHSC_01801	14448	10047	9857	6306	5134	1032
gene-SAOUHSC_01802	5947	4541	4213	3286	2770	444
gene-SAOUHSC_01803	7923	6204	4367	28867	36558	5095
gene-SAOUHSC_01804	314	249	265	188	138	11
gene-SAOUHSC_01805	299	191	173	118	122	13
gene-SAOUHSC_01806	11443	8799	7082	38968	31343	11119
gene-SAOUHSC_01807	4048	3549	2938	9448	13563	6992
gene-SAOUHSC_01808	12468	7729	10189	6831	8416	1903
gene-SAOUHSC_01809	7941	5424	6186	5219	6627	986
gene-SAOUHSC_01810	6500	4180	4800	4512	6432	1883
gene-SAOUHSC_01811	17683	13745	11894	18276	16020	2677
gene-SAOUHSC_01812	4584	3410	2927	4240	4083	811
gene-SAOUHSC_01813	5225	4079	3155	6040	5611	1060
gene-SAOUHSC_01814	6814	5173	4803	9452	8992	1282
gene-SAOUHSC_01815	7120	6633	5173	13059	12034	2402
gene-SAOUHSC_01816	2840	1974	1979	4635	5449	1314
gene-SAOUHSC_01817	467	296	289	676	487	40
gene-SAOUHSC_01818	14353	14816	9362	12346	14264	3278
gene-SAOUHSC_01819	19625	17186	8251	51371	46780	23023
gene-SAOUHSC_01820	10669	8695	7090	8761	7158	1271
gene-SAOUHSC_01821	2120	1542	1253	2849	2103	245
gene-SAOUHSC_01822	6345	4487	3205	9679	6471	673
gene-SAOUHSC_01823	1317	1243	1186	1120	2030	190
gene-SAOUHSC_01824	2406	2364	2049	1843	2803	703
gene-SAOUHSC_01825	1830	1556	1466	1437	2097	137
gene-SAOUHSC_01826	226	189	138	217	153	61
gene-SAOUHSC_01827	26706	18315	18860	26912	25715	2967
gene-SAOUHSC_01828	1232	811	797	2003	2165	636
gene-SAOUHSC_01829	66087	68085	56046	40858	47870	10070
gene-SAOUHSC_A01754	127	60	72	87	89	13
gene-SAOUHSC_01830	1029	724	797	713	1092	197
gene-SAOUHSC_01831	1330	1135	762	1810	2181	379
gene-SAOUHSC_01832	1432	1293	785	18393	23723	3919
gene-SAOUHSC_01833	2933	2372	2013	17505	22332	3153
gene-SAOUHSC_01834	117	95	91	209	234	46
gene-SAOUHSC_01835	2652	2037	2256	7262	10731	743
gene-SAOUHSC_01836	7862	5699	5912	5028	5855	799
gene-SAOUHSC_01837	1535	1124	1038	2707	3256	543
gene-SAOUHSC_01838	3910	2991	1855	8097	9199	2188
gene-SAOUHSC_01839	1201	756	719	1554	1831	244
gene-SAOUHSC_01840	603	341	440	830	1113	64
gene-SAOUHSC_01841	1	0	0	0	0	1
gene-SAOUHSC_01843	2767	1856	1673	1159	1366	147
gene-SAOUHSC_01844	7	7	6	3	5	2
gene-SAOUHSC_01845	11024	9096	5572	16524	21607	5739
gene-SAOUHSC_01846	3958	4559	2432	8451	16633	2830
gene-SAOUHSC_01847	1091	1115	641	3617	4341	659
gene-SAOUHSC_01849	2097	2228	1215	4527	5993	1410
gene-SAOUHSC_01850	20424	14090	13260	17486	27846	2321
gene-SAOUHSC_01851	1	1	2	3	1	1
gene-SAOUHSC_01852	5442	3675	3665	22595	39297	5386
gene-SAOUHSC_01853	18	20	15	23	25	1
gene-SAOUHSC_01854	37611	30764	25202	58055	75294	25058
gene-SAOUHSC_01855	37198	28492	20992	55532	32326	6490
gene-SAOUHSC_01856	10337	7777	7332	12993	18520	2224
gene-SAOUHSC_01857	20331	15024	13672	28717	37127	8350
gene-SAOUHSC_01858	1544	1037	976	2349	2863	935
gene-SAOUHSC_01859	1677	1141	1161	2204	1848	340
gene-SAOUHSC_01860	2105	1411	1270	4945	4511	1302
gene-SAOUHSC_01861	3505	2188	2223	3527	3947	1151
gene-SAOUHSC_01863	2038	1318	1590	4349	4133	220
gene-SAOUHSC_01864	2153	1635	1360	2536	3233	889
gene-SAOUHSC_01865	15080	11990	12259	12631	18016	2880
gene-SAOUHSC_01866	16979	13706	12260	19485	21922	7855
gene-SAOUHSC_01867	4233	2940	3264	4834	6220	1111
gene-SAOUHSC_01868	3122	2396	1989	9729	11439	5760
gene-SAOUHSC_01869	7490	7926	5990	19222	32921	4004
gene-SAOUHSC_01870	4450	3353	3529	4683	7260	1000
gene-SAOUHSC_01871	4576	3437	3171	6643	6279	1332
gene-SAOUHSC_01872	2000	1831	1469	2251	2978	813
gene-SAOUHSC_01873	6853	4625	5008	2275	2319	339
gene-SAOUHSC_01874	482	351	355	827	1509	652
gene-SAOUHSC_01875	3665	3140	2547	6951	7684	2366
gene-SAOUHSC_01876	2459	2338	1639	2879	2281	602
gene-SAOUHSC_01877	3044	2297	1810	3928	3970	1044
gene-SAOUHSC_01878	2357	1676	1475	2836	2931	228
gene-SAOUHSC_01879	6819	5203	4859	7498	6627	443
gene-SAOUHSC_01880	157	107	108	80	120	11
gene-SAOUHSC_01881	200	155	157	112	90	6
gene-SAOUHSC_01882	7414	5051	4727	5870	6027	896
gene-SAOUHSC_01883	15	8	25	11	35	5
gene-SAOUHSC_01884	4825	6078	2730	28273	40065	5552
gene-SAOUHSC_01886	1240	1234	944	1434	1268	293
gene-SAOUHSC_01887	2634	3058	2426	2482	2974	472
gene-SAOUHSC_01888	1486	1623	1230	1309	1344	305
gene-SAOUHSC_01889	2718	3222	2336	2962	2924	1007
gene-SAOUHSC_01890	903	670	658	888	899	160
gene-SAOUHSC_01891	544	480	420	323	497	13
gene-SAOUHSC_01893	1937	1691	1815	1165	1503	65
gene-SAOUHSC_01894	956	842	887	620	610	169
gene-SAOUHSC_01895	8653	7224	6513	9304	12024	1659
gene-SAOUHSC_01896	1174	787	813	1781	2175	115
gene-SAOUHSC_01897	882	618	911	1416	1421	73
gene-SAOUHSC_01898	1029	759	1050	1859	2560	67
gene-SAOUHSC_01899	1214	901	1078	1926	2349	102
gene-SAOUHSC_01900	1316	758	1063	536	377	32
gene-SAOUHSC_01901	7221	5355	2910	12293	12716	877
gene-SAOUHSC_01902	58	27	43	298	250	26
gene-SAOUHSC_01903	65	51	47	149	202	22
gene-SAOUHSC_01904	121	76	77	102	141	14
gene-SAOUHSC_01905	293	243	259	132	122	10
gene-SAOUHSC_01906	123	72	92	77	20	30
gene-SAOUHSC_01907	1297	1127	600	2146	2926	1100
gene-SAOUHSC_01908	9618	7730	6733	10554	11695	576
gene-SAOUHSC_01909	9156	7001	7263	9276	11362	2798
gene-SAOUHSC_01910	39105	40187	24487	32767	38694	5765
gene-SAOUHSC_01911	935	876	745	1295	2087	92
gene-SAOUHSC_01912	972	661	589	494	346	121
gene-SAOUHSC_01913	215	184	159	120	144	17
gene-SAOUHSC_01914	933	690	579	1468	1843	216
gene-SAOUHSC_01915	978	638	570	850	792	177
gene-SAOUHSC_01916	995	682	549	994	993	305
gene-SAOUHSC_01917	527	330	379	97	116	5
gene-SAOUHSC_01918	11141	14722	8971	11361	9209	1177
